Category,Product Name,Sentiment,Emotion,Customer Review,topic,theme,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Negative,Anger,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,8,Slow delivery,Kota Bekasi,18000,4.9,11000,4765,1
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Negative,Anger,"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",8,Slow delivery,Jakarta Timur,999000,4.9,10900,4755,1
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Negative,Fear,BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,13,Item not as described,Kab. Tangerang,17999,4.3,5089,2846,1
Computers and Laptops,Kepala Colokan Listrik Charger Macbook untuk colokan Indonesia,Negative,Fear,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,18,Item not as described,Jakarta Selatan,85000,4.9,1339,718,1
Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Negative,Fear,Gak bisa di gunakan ini gimana,9,General disappointment,Kota Depok,55000,4.8,13900,6671,1
Computers and Laptops,SanDisk Extreme Pro SDXC UHS-I Card 64GB 170MB/s,Negative,Fear,"Saran aja buat temen temen yang beli disini , jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,",1,Unresponsive seller,Jakarta Pusat,279000,5.0,3111,1456,1
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Negative,Fear,"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",7,Damaged packaging,Jakarta Pusat,379000,4.9,3185,1829,2
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. WASPADALAH WASPADALAH tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,7,Damaged packaging,Kab. Tangerang,39998,4.7,6197,2440,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",0,Item not as described,Kab. Tangerang,39998,4.7,6197,2440,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,"Barang diterima dalam kondisi rusak, juga di alami beberapa pembeli lain. complain di reject oleh seller, tapi Tokopedia menengahi dan bisa retur. tapi sayangnya saya dalam situasi tidak mudah mengirim barang. jadi apa boleh buat. Sangat tidak recommend beli di toko yang cenderung tidak amanah",1,Unresponsive seller,Kab. Tangerang,39998,4.7,6197,2440,1
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Negative,Fear,"ampun dah ini packing terasal yg pernah gua terima, ini klu patah gimana, awas aja isinya rusak pas gua pake ya",2,Damaged packaging,Jakarta Selatan,85000,4.9,7834,4099,2
Computers and Laptops,SSD 128GB RX7 GARANSI RESMI 3THN,Negative,Fear,"Produk ini, chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling kata-kata aslinya. Pembeli harap perhatikan Teman-teman, tolong beri perhatian khusus",1,Unresponsive seller,Kota Tangerang,210000,5.0,15400,3486,1
Computers and Laptops,SanDisk Cruzer Blade 32GB CZ50 Flashdisk,Negative,Fear,"Ini toko korup.,ga sesuai sama isinya..not recommended",1,Unresponsive seller,Jakarta Pusat,95000,4.9,18100,6333,1
Computers and Laptops,Telkomsel Orbit Star 2,Negative,Fear,"isi paket via link aja yg di rekomendasikan aja selalu gagal,via ovo,mandiri sampe BCA aja selalu gagal..ga siap system' nya jangan jualan..",1,Unresponsive seller,Kota Tangerang,629000,4.8,5998,3441,1
Computers and Laptops,Telkomsel Orbit Star 2,Negative,Fear,"Nope! Kalau kepikiran mau beli, saran saya JANGAN. Product sering RTO gajelas, CS after sales service yg buruk, dijamin pengalaman kalian akan kecewa.",1,Unresponsive seller,Kota Tangerang,629000,4.8,5998,3441,1
Computers and Laptops,[FS] Logitech B170 Mouse Wireless - Black,Negative,Fear,"Pelayanan buruk, pengiriman lama dan respon yang lama. Jangan beli barang disini kalo ga mau kecewa. Cukup sekali ini aja",1,Unresponsive seller,Jakarta Timur,159000,4.9,2211,991,1
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard For PC Android TV Box,Negative,Fear,sama sekali gk bisa dpake asli nyesel,9,General disappointment,Jakarta Utara,56000,4.8,18300,5431,1
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Negative,Fear,"Produk yg dikirim awal tidak dapat berfungsi dengan semestinya, meskipun sdh dikirimkan lg produk lainnya. Selain itu, seller sangat tidak layak menjadi official store.. Pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi/sistem Tokped. Selain itu, sangat slow response seller ini. NOT RECOMMENDED..",8,Slow delivery,Jakarta Timur,1199000,4.9,10900,4760,1
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Negative,Fear,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di Jakarta Utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin",8,Slow delivery,Jakarta Timur,299000,4.9,9798,5559,1
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Negative,Fear,"Parah prosesnya lama banget, semoga ini bisa jadi pelajaram buat team logitech",11,Poor quality / flimsy,Jakarta Timur,299000,4.9,9798,5559,1
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Negative,Fear,"Harga sih promo 17.900, sy pake gojek instant lebih mahal ongkirnya drpd barangnya, krn mau dipake cepet. pas nyampe eh ternyata udah patah sebelah standnya.. kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya.. seller si oke buat tuker barang, tp udh ga efektif aja sy mau pake cepet jg jd ga bisa, di retur jg ongkir lebih mahal lagi dari kualitas barangnya :( mengecewakan deh pokonya kapok beli disini",1,Unresponsive seller,Kab. Tangerang,69900,4.3,5108,2852,1
Computers and Laptops,"Wacom One by CTL-472/K0-CX Creative Pen Tablet CTL472 CTL 472 KO CX - Unit Only, CTL472",Negative,Fear,hati2 ternyata di foto display adalah varian yg ada bonus harga berbeda,3,Item not as described,Jakarta Selatan,749000,5.0,5666,2372,1
Computers and Laptops,Logitech K380 Keyboard Wireless Bluetooth Multi-Device - Merah Muda,Negative,Fear,"Estimasi proses pesanan 2-3 hari? bung ini online platform. kalo ga siap cepet menuhin customer secara online, jualan offline aja. customer beli online buat dipake segera dan kalau ada delay/proses apalah itu, ditulis di deskripsi produk. ini customer nanya dulu baru diinfo. proses pemesanan 2-3 hari itu juga ga ada efeknya ke kemasan. cuma dibungkus bubble wrap tipissss. ga kebayang kalo customer ada yg apes barangnya dilempar2 jadi ancur isinya. dan jangan pernah janjiin ke customer barang akan dipickup/antar saat weekend. karena kalian aja libur sabtu&minggu.",8,Slow delivery,Jakarta Timur,599000,4.9,3217,1895,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,"pesan tanggal 2 Maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. Padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go-send nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. Tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. Saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. Pelayanan sangat sangat buruk. Tidak recommended. Semoga lebih baik lagi kedepannya.",8,Slow delivery,Kab. Tangerang,39998,4.7,6197,2440,1
Computers and Laptops,Memory Card 128GB CLASS 10 100Mbps MicroSD Kartu Memori card,Negative,Fear,barang ternyata palsu,13,Item not as described,Jakarta Selatan,78000,4.7,1053,577,1
Computers and Laptops,dbE GM190 7.1 Virtual Surround Gaming Headphone,Negative,Fear,"ga jelas, info bohong yang bikin pengalaman tidak menyenangkan, kalo mau beli produk dbe cari toko laen, yang ini tipu tipu, headphone dateng dengan keadaan bikin kuping sakit",1,Unresponsive seller,Jakarta Selatan,195000,4.9,5421,3396,1
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Negative,Fear,"RGB mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????",1,Unresponsive seller,Jakarta Pusat,140000,4.9,4074,2249,1
Computers and Laptops,Acer Aspire 3 Slim A314-22 AMD RYZEN 3-3250U 4GB 256GB 14 FHD W10 OHS - HD (1366x768),Negative,Fear,"hati2 belanja disini dapet unit cacat dblg suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs dituker, official store abal2 ini mah. ga jelas solusinya gmn",1,Unresponsive seller,Jakarta Pusat,7499000,4.9,445,281,1
Computers and Laptops,ACER ASPIRE 3 SLIM A314-22 AMD 3020E 4GB 256GB SSD 14 OHS W10 RESMI - 14 HD 1366x768,Negative,Fear,"Pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya ga mau nyala.. habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi dan sangat lamban.) lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yg baca ulasan saya. saya anjurkan utk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko ga lebih baik dari merchant biasa. harga juga ga lebih murah.",1,Unresponsive seller,Jakarta Pusat,6499000,4.9,404,209,1
Computers and Laptops,Laptop HP 14 Intel Celeron N4020 4GB 128GB W10 14.0 HD FREE OFFICE - Biru,Negative,Fear,"Pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. Ternyata toko yg sudah verified tidak menjamin, Pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... Trus Apa gunany ditulis di Deskripsi Garansi toko 3 hari ???... Cukup terakhir beli disini, thanks",1,Unresponsive seller,Jakarta Utara,5399000,4.7,75,39,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,JANGAN MAU BELI DI SINI. CEK REVIEW PENJUALAN NYA BANYAK YG RUSAK DI KIRIM. SAYA KORBAN JUGA. CEK FOTO BARANG YANG SAYA ORDER. SUPAYA YANG LAIN TIDAK JADI KORBAN.. KACAU TOKO INI MENJUAL BARANG RUSAK.,1,Unresponsive seller,Kab. Tangerang,39998,4.7,5936,2344,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. WASPADALAH WASPADALAH tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,7,Damaged packaging,Kab. Tangerang,39998,4.7,6197,2440,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",0,Item not as described,Kab. Tangerang,39998,4.7,6197,2440,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Negative,Fear,"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya",7,Damaged packaging,Kab. Tangerang,39998,4.7,5936,2344,1
Computers and Laptops,ACOME MicroSD Card 8GB/16GB/32GB/64GB High Speed Up To 90MB/S Class 10 - 8 gb,Negative,Fear,tolong di cek sebelum dikirim ya khususnya sd,18,Item not as described,Jakarta Utara,699000,4.9,2436,921,1
Computers and Laptops,ACOME MicroSD Card 8GB/16GB/32GB/64GB High Speed Up To 90MB/S Class 10 - 8 gb,Negative,Fear,"barang baru datang pertma saya coba di samsung A52 bisa terbaca,baru saya pasang di cctv ternyta ga bisa.penasran saya coba di samsung m30 juga ga bisa,pensran lagi saya coba di oppo A15 ternyta ga bisa juga.masih pensran saya coba lagi disamsung A52 ternyta dh ga bisa.Seumur umur baru ini saya kasih bintang 1,klaim garansi ternyta ribet juga.kapok saya belnja di apliksi ini maupun toko ini,masih enkn tko seblah.komplain kepenjual disurh komplain ke toped,komplain toped disurh komplain dulu gimna baiknuy sama penjual.hadeh..pok kapok saya..",13,Item not as described,Jakarta Utara,699000,4.9,2436,921,1
Computers and Laptops,ACOME MicroSD Card 8GB/16GB/32GB/64GB High Speed Up To 90MB/S Class 10 - 8 gb,Negative,Fear,"sebelum mempercayakan penyimpanan data kalian . mending pikir dulu deh . saya baru pakai blm 2 minggu , kartu langsung tidak terbaca lagi . mana ada data yg tidak bsa di selamatkan . dan proses garansinya aja pake estimasi sebulan . yap SEBULAN . mending beli yg pasti aja . merk baru blum tentu terjamin kualitasnya . Be carefull and keep healthy . thx",14,Defective / does not work,Jakarta Utara,699000,4.9,2436,921,1
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Negative,Fear,"Sangat kecewa sekali. Produk kakinya goyang tidak rata oglek2. Hati2 jika membeli warna putih, karena tidak sesuai difoto produk. Barang yg sampai warna coklat, tapi penjual ngotot meja yg diterima saya itu warna putih sesuai foto dan tidak mau menerima komplain. Saya lihat review beberapa pembeli lainnya juga mengalami hal yg sama seperti saya, dikirimkan warna berbeda dari yang dipesan. Walaupun saya sudah bertanya dulu di msg memastikan sebelum membeli dan menulis pesan sewaktu order, percuma saja.",0,Item not as described,Jakarta Barat,129999,4.8,4330,2096,1
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Negative,Fear,"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended",14,Defective / does not work,Jakarta Selatan,345000,4.9,8233,2821,1
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Negative,Fear,"RAMnya gabisa di pakai walau udh minta tuker 2x, giliran dimintain refund susah banget, jangan mau beli disini pokoknya ga recommend banget, hati hatii sama RAM palsu",1,Unresponsive seller,Jakarta Selatan,345000,4.9,8233,2821,1
Computers and Laptops,Mediatech Gaming Headset / Headphone Zeus MSH 016 - Merah,Negative,Fear,Suara kecil sebelah.. ini produk bermasalah kaulitas kontrolnya. Gak rekomen.,16,Defective / does not work,Jakarta Utara,89000,4.8,5279,2970,1
Computers and Laptops,"Laptop Lenovo Thinkpad T410 Intel Core i5-Bonus Tas-Kualitas OK Promo - Vga Intel Hd, HDD 320GB",Negative,Fear,"Laptop rusak, pass di aktifkan fan error, setelah di perbaiki ternyata keyboardnya rusak, setelah ganti keyboardnya ternyata adaptornya rusak. jangan belanja disini",13,Item not as described,Jakarta Barat,2599000,4.7,722,351,1
Toys and Hobbies,Paket UNO STACKO + KARTU UNO + 2 DADU - paket 3 in 1,Negative,Sadness,barangnya datang dalam keadaan tidak bagus,2,Damaged packaging,Jakarta Pusat,50000,4.9,6036,3462,1
Toys and Hobbies,UNO Card,Negative,Sadness,"Yg bikin kecewa pesen 6 items yg nyampe cuma satu. Masih saya tunggu kekurangan barangnya UNO STACKO KAYU, uno card 2pcs dan werewolf 2pcs. Kalau tidak tolong refund aja uangnya.",1,Unresponsive seller,Kota Tangerang,9600,4.7,2610,547,1
Toys and Hobbies,"DOMINO BATU WARNA SPEEDS + BOX KAYU COKLAT TEBAL 1,5 cm LX 047-04",Negative,Sadness,"sangat kecewa, tidak seperti dulu. Pakcing sangat buruk. box kayu hancur. beli 20 bh untuk jual lagi. gak ada yang bagus. Retur kena biaya lagi. terpaksa kami jual tanpa box kayu.",2,Damaged packaging,Kota Surabaya,299500,4.7,791,281,1
Toys and Hobbies,WEREWOLF CARD PARTY PACK,Negative,Sadness,Kecewa sih. Potongannya gak rapi. Ukurannya beda beda. Ada yg lebih besar lebih kecil wtf dgn harga segitu harusnya kualitas uda bagus. Gak worth! Setipis kartu remi. Bagusnya dikemasan doang. Kemasannya oke menarik. Tp yg paling penting kan isinya pak. 75k wtf. Gak ikhlas.,6,Poor quality / flimsy,Kab. Bandung,85000,4.9,792,358,1
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Negative,Sadness,kecewa. kok brg rusak dikirim. di chat lama responnya sampai batas waktu otomatis habis. padahal sdh langganan lama ditoko ini..,8,Slow delivery,Jakarta Timur,17500,4.8,17600,5189,1
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Negative,Sadness,padahal yg diminta dino sama unicorn mlh yg dtg mickey mouse....anak saya kecewa loh mba....,0,Item not as described,Jakarta Timur,17500,4.8,17600,5189,1
Toys and Hobbies,Kuy Cartridge Original - V1,Negative,Sadness,buset di kasih merk ares. di pake di pod kuy 1 hari langsung bau gosong.. perdana kecewa belanja di toko ini..,14,Defective / does not work,Jakarta Barat,27000,4.9,26500,5864,1
Toys and Hobbies,Kuy Cartridge Original - V2,Negative,Sadness,maaf tapi sy aga kecewa ga seperti yg sudah2 bli ko polos gada tulisan kuy /movi jadi gayakin asli skali lg mohon maaf tapi ini ulasan jujur saya,9,General disappointment,Jakarta Barat,27000,4.9,26500,5864,2
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Negative,Sadness,"Barangnya ga sesuai sama gambar, ukuran nya kecil.. kecewa pkoknya",3,Item not as described,Kota Tangerang,35000,4.6,1353,680,1
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Negative,Sadness,"Barang kecil banget, salah saya sih Tapi ya gimana, namanya kecewa",12,General disappointment,Kota Tangerang,35000,4.6,1353,680,1
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Negative,Sadness,"tidak sesuai harapan, barang sangat kecil jadi susah buat dimainin",3,Item not as described,Kota Tangerang,35000,4.6,1353,680,1
Toys and Hobbies,Happy Truck Frictions PEMADAM - Mainan Mobilan Anak - Mobil Mobilan,Negative,Sadness,"pesen apa dikasih apa,,,,kecewa bgt",12,General disappointment,Kab. Tangerang,50000,4.8,865,353,1
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Sadness,ini si bukan mobil hotwheels. nggak sesuai sama iklan. mengecewakan,3,Item not as described,Jakarta Utara,20000,4.6,1964,340,2
Toys and Hobbies,Laba Laba Mainan Dekorasi Halloween Spider Toys Murah Grosir Prank Toy - besar isi 1,Negative,Sadness,harga segini kurang worth it.bahan tidak tebal. ada yang lebih murah detail dan bahan lebih baik. sorry,6,Poor quality / flimsy,Jakarta Barat,25000,4.7,242,49,3
Toys and Hobbies,Paket UNO STACKO + KARTU UNO + 2 DADU - paket 3 in 1,Negative,Sadness,"seller kurang respon, kecewa",1,Unresponsive seller,Jakarta Pusat,50000,4.9,6036,3462,1
Toys and Hobbies,Paket UNO STACKO + KARTU UNO + 2 DADU - paket 3 in 1,Negative,Sadness,"Mengecewakan sih, seller kurang friendly",1,Unresponsive seller,Jakarta Pusat,50000,4.9,6036,3462,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,Negative,Sadness,"Barang rusak ga berfungsi sama sekali� ga bisa di mainin sama sekali, parahhh",9,General disappointment,Kota Tangerang,35000,4.8,5417,2332,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,Negative,Sadness,nggak fungsi..pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,5,Bad smell or taste,Kota Tangerang,35000,4.8,5417,2332,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,Negative,Sadness,"barang kagak sampe,...beneran kagak sampe. gak jelas toko nya apa aplikasinya ini kecewa",1,Unresponsive seller,Kota Tangerang,35000,4.8,5417,2332,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,Negative,Sadness,produknya sekali pakai doang setelah itu rusak... kecewa bangettt,10,Broken / damaged item,Kota Tangerang,35000,4.8,5417,2332,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,Negative,Sadness,barang tipis banget jd sampai udh pecah... jd langsung buang tempat sampah....,17,Poor quality / flimsy,Kota Tangerang,35000,4.8,5417,2332,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,"barang datang di kasih yang rusak, sungguh mengecewakan!!!! mainan nya tidak bisa nyangap... kapok beli di sini lagi!!!",12,General disappointment,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,Kecewa barang pas sampai gak bisa dipakai,9,General disappointment,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,Pengiriman Lama dan Mainan Gak berfungsi dengan baik,16,Defective / does not work,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,"maennanya macet g bisa nutup mulutnya,,kecewa",9,General disappointment,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,KECEWA,12,General disappointment,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,Retak... padahal sudah pakai asuransi... sangat kecewaaa,12,General disappointment,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,"BArang nya rusak, yah ada harga ada kualitas",6,Poor quality / flimsy,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,barang retak malas retur nanti lama lagi anaknya keburu sedih,10,Broken / damaged item,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,Kualitas produk mengecewakan. Mulut buaya baru dibuka 2x sudah stuck dan tidak bisa dipakai lagi. Klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah. Akhirnya cuma jadi sampah di rumah.,10,Broken / damaged item,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,Proses pengiriman mengecewakan. Sebagai customer sangat merasa tdk dibantu ketika bertanya penjual merespon dengan kurang baik. So sad,8,Slow delivery,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Sadness,"Saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,",1,Unresponsive seller,Jakarta Barat,27000,4.7,11000,3636,1
Toys and Hobbies,mainan push bubble fidget pop it fidget toy popit rainbow - Love,Negative,Sadness,kecewa sama tokonya,1,Unresponsive seller,Kota Depok,13000,4.9,5845,1697,1
Toys and Hobbies,mainan push bubble fidget pop it fidget toy popit rainbow - Love,Negative,Sadness,Barang yang sudah berlubang (model persegi) pun bisa2 nya di kirim ke buyer nya. untuk model bulat warnanya berantakan. jelek sekali,0,Item not as described,Kota Depok,13000,4.9,5845,1697,1
